,name,age,country
5031,Sigfús Sigurðsson,33.0,Iceland
5032,Gøril Snorroeggen,23.0,Norway
5033,Song HaiRim,23.0,South Korea
5034,Ólafur Stefánsson,35.0,Iceland
5035,Inna Suslina,29.0,Russia
5036,ElseMarthe Sørlie Lybekk,29.0,Norway
5037,Víctor Tomás,23.0,Spain
5038,Emiliya Turey,23.0,Russia
5039,Yana Uskova,22.0,Russia
5040,Kristine Andersen,28.0,Denmark
5041,Ivano Balic,25.0,Croatia
5042,Markus Baur,33.0,Germany
5043,Anastasiya Borodina,22.0,Ukraine
5044,Nataliya Borysenko,28.0,Ukraine
5045,Karen Brødsgaard,26.0,Denmark
5046,Hanna Burmistrova,27.0,Ukraine
5047,Mikhail Chipurin,23.0,Russia
5048,Choi ImJeong,23.0,South Korea
5049,Line Daugaard,26.0,Denmark
5050,Davor Dominikovic,26.0,Croatia
5051,Mark Dragunski,33.0,Germany
5052,Mirza Džomba,27.0,Croatia
5053,Henning Fritz,29.0,Germany
5054,Katrine Fruelund,26.0,Denmark
5055,Slavko Goluža,32.0,Croatia
5056,Aleksandr Gorbatikov,22.0,Russia
5057,Vyacheslav Gorpishin,34.0,Russia
5058,Pascal Hens,24.0,Germany
5059,Heo SunYeong,28.0,South Korea
5060,Heo YeongSuk,29.0,South Korea
5061,Iryna Honcharova,29.0,Ukraine
5062,Rikke Hørlykke,28.0,Denmark
5063,Im OGyeong,32.0,South Korea
5064,JanOlaf Immel,28.0,Germany
5065,Vitaly Ivanov,28.0,Russia
5066,Jang SoHui,26.0,South Korea
5067,Torsten Jansen,27.0,Germany
5068,Trine Jensen,23.0,Denmark
5069,Nikša Kaleb,31.0,Croatia
5070,Florian Kehrmann,27.0,Germany
5071,Kim ChaYeon,23.0,South Korea
5072,Kim HyeonOk,30.0,South Korea
5073,Lotte Kiærskou,29.0,Denmark
5074,Eduard Koksharov,28.0,Russia
5075,Aleksey Kostygov,31.0,Russia
5076,Stefan Kretzschmar,31.0,Germany
5077,Denis Krivoshlykov,33.0,Russia
5078,Vasily Kudinov,35.0,Russia
5079,Oleg Kuleshov,30.0,Russia
5080,Blaženko Lackovic,23.0,Croatia
5081,Andrey Lavrov,41.71178822269718,Russia
5082,Lee GongJu,24.0,South Korea
5083,Lee SangEun,29.0,South Korea
5084,Nataliya Liapina,28.0,Ukraine
5085,Venio Losert,28.0,Croatia
5086,Halyna Markushevska,28.0,Ukraine
5087,Valter Matoševic,34.0,Croatia
5088,Petar Metlicic,27.0,Croatia
5089,Henriette Mikkelsen,23.0,Denmark
5090,Karin Mortensen,26.0,Denmark
5091,Mun GyeongHa,24.0,South Korea
5092,Mun PilHui,21.0,South Korea
5093,Myeom BokHui,25.0,South Korea
5094,Louise Bager Nørgaard,22.0,Denmark
5095,Oh SeongOk,31.0,South Korea
5096,Oh YeongRan,31.0,South Korea
5097,KlausDieter Petersen,35.0,Germany
5098,Rikke PetersenSchmidt,29.0,Denmark
5099,Sergey Pogorelov,30.0,Russia
5100,Olena Radchenko,31.0,Ukraine
5101,Oksana Raikhel,27.0,Ukraine
5102,Christian Ramota,31.0,Germany
5103,Aleksey Rastvortsev,26.0,Russia
5104,Christian Schwarzer,34.0,Germany
5105,Liudmyla Shevchenko,34.0,Ukraine
5106,Tetiana Shynkarenko,25.0,Ukraine
5107,Hanna Siukalo,27.0,Ukraine
5108,Rikke Skov,23.0,Denmark
5109,Vlado Šola,35.0,Croatia
5110,Denis Špoljaric,24.0,Croatia
5111,Goran Šprem,25.0,Croatia
5112,Daniel Stephan,31.0,Germany
5113,Camilla Thomsen,29.0,Denmark
5114,Dmitry Torgovanov,32.0,Russia
5115,Josephine Touray,24.0,Denmark
5116,Olena Tsyhytsia,29.0,Ukraine
5117,Aleksandr Tuchkin,40.0,Russia
5118,Maryna Verheliuk,26.0,Ukraine
5119,Mette Vestergaard,28.0,Denmark
5120,Frank von Behren,27.0,Germany
5121,Igor Vori,23.0,Croatia
5122,Drago Vukovic,21.0,Croatia
5123,Wu SeonHui,26.0,South Korea
5124,Olena Yatsenko,26.0,Ukraine
5125,Larysa Zaspa,32.0,Ukraine
5126,Christian Zeitz,23.0,Germany
5127,Volker Zerbe,36.0,Germany
5128,Vedran Zrnic,24.0,Croatia
5129,Camilla Andersen,27.0,Denmark
5130,Magnus Andersson,34.0,Sweden
5131,Beatrix Balogh,25.0,Hungary
5132,David Barrufet,30.0,Spain
5133,Martin Boquist,23.0,Sweden
5134,Karen Brødsgaard,22.0,Denmark
5135,Tina Bøttzau,29.0,Denmark
5136,Rita Deli,28.0,Hungary
5137,Kristine Duvholt,26.0,Norway
5138,Talant Duyshebayev,32.0,Spain
5139,AnnCathrin Eriksen,29.0,Norway
5140,Ágnes Farkas,27.0,Hungary
5141,Andrea Farkas,31.0,Hungary
5142,Dmitry Filippov,31.0,Russia
5143,Martin Frändesjö,29.0,Sweden
5144,Mathias Franzén,25.0,Sweden
5145,Katrine Fruelund,22.0,Denmark
5146,Mateo Garralda,30.0,Spain
5147,Peter Gentzel,31.0,Sweden
5148,Susann GoksørBjerkrheim,30.0,Norway
5149,Vyacheslav Gorpishin,30.0,Russia
5150,Kjersti Grini,29.0,Norway
5151,Maja Grønbek,29.0,Denmark
5152,Rafael Guijosa,31.0,Spain
5153,Trine Haltvik,35.0,Norway
5154,Elisabeth Hilmo,23.0,Norway
5155,Anette HoffmannMøberg,29.0,Denmark
5156,Mia Hundvin,23.0,Norway
5157,Anikó Kántor,32.0,Hungary
5158,Oleg Khodkov,26.0,Russia
5159,Lotte Kiærskou,25.0,Denmark
5160,Tonje Kjærgaard,25.0,Denmark
5161,Beatrix Kökény,31.0,Hungary
5162,Eduard Koksharov,24.0,Russia
5163,Janne Kolling,32.0,Denmark
5164,Denis Krivoshlykov,29.0,Russia
5165,Vasily Kudinov,31.0,Russia
5166,Anita Kulcsár,23.0,Hungary
5167,Stanislav Kulinchenko,29.0,Russia
5168,Dmitry Kuzelev,30.0,Russia
5169,Tonje Larsen,25.0,Norway
5170,Andreas Larsson,26.0,Sweden
5171,Andrey Lavrov,38.0,Russia
5172,Igor Lavrov,27.0,Russia
5173,Cecilie Leganger,25.0,Norway
5174,Ola Lindgren,36.0,Sweden
5175,Stefan Lövgren,29.0,Sweden
5176,Dóra Lowy,23.0,Hungary
5177,Demetrio Lozano,24.0,Spain
5178,Enric Massip,31.0,Spain
5179,Karin Mortensen,22.0,Denmark
5180,Anikó Nagy,30.0,Hungary
5181,Anja Nielsen,25.0,Denmark
5182,Jeanette Nilsen,28.0,Norway
5183,Jordi Nuñez,31.0,Spain
5184,Xavier OCallaghan,28.0,Spain
5185,Josu Olalla,29.0,Spain
5186,Staffan Olsson,36.0,Sweden
5187,Antonio Ortega,29.0,Spain
5188,Ildikó Pádár,30.0,Hungary
5189,Katalin Pálinger,21.0,Hungary
5190,Juan Pérez,26.0,Spain
5191,Rikke PetersenSchmidt,25.0,Denmark
5192,Johan Pettersson,27.0,Sweden
5193,Sergey Pogorelov,26.0,Russia
5194,Bojana Radulovics,27.0,Hungary
5195,Lene Rantala,32.0,Denmark
5196,Marianne Rokne,22.0,Norway
5197,Christina Roslyng,22.0,Denmark
5198,Monica Sandve,26.0,Norway
5199,Krisztina Sepsiné Pigniczki,24.0,Hungary
5200,Judit SimicsZsemberi,32.0,Hungary
5201,Beáta Siti,26.0,Hungary
5202,Tomas Sivertsson,35.0,Sweden
5203,Pavel Sukosyan,38.0,Russia
5204,Tomas Svensson,32.0,Sweden
5205,Birgitte Sættem,22.0,Norway
5206,ElseMarthe Sørlie Lybekk,22.0,Norway
5207,Pierre Thorsson,34.0,Sweden
5208,Heidi Tjugum,27.0,Norway
5209,Dmitry Torgovanov,28.0,Russia
5210,Aleksandr Tuchkin,36.0,Russia
5211,Antonio Ugalde,24.0,Spain
5212,Iñaki Urdangarín,32.0,Spain
5213,Alberto Urdiales,31.0,Spain
5214,Mette Vestergaard,24.0,Denmark
5215,Lev Voronin,29.0,Russia
5216,Ljubomir Vranjes,26.0,Sweden
5217,Magnus Wislander,36.0,Sweden
5218,Andrei Xepkin,35.0,Spain
5219,Kseniya Afanasyeva,20.0,Russia
5220,Krisztián Berki,27.0,Hungary
5221,Diana Bulimar,16.0,Romania
5222,Diana Maria Chelaru,18.0,Romania
5223,Deng Linlin,20.0,China
5224,Anastasiya Grishina,16.0,Russia
5225,Guo Weiyang,24.0,China
5226,Fabian Hambüchen,24.0,Germany
5227,He Kexin,20.0,China
5228,Larisa Iordache,16.0,Romania
5229,Ryohei Kato,18.0,Japan
5230,Danell Leyva,20.0,United States
5231,Matteo Morandi,30.0,Italy
5232,Sam Oldham,19.0,Great Britain
5233,Daniel Purvis,21.0,Great Britain
5234,Ihor Radivilov,19.0,Ukraine
5235,Kyla Ross,15.0,United States
5236,Hamilton Sabot,25.0,France
5237,Sui Lu,20.0,China
5238,Kazuhito Tanaka,27.0,Japan
5239,Yusuke Tanaka,22.0,Japan
5240,Kristian Thomas,23.0,Great Britain
5241,Beth Tweddle,27.0,Great Britain
5242,Jordyn Wieber,17.0,United States
5243,Koji Yamamuro,23.0,Japan
5244,Yang HakSeon,19.0,South Korea
5245,Arthur Zanetti,22.0,Brazil
5246,Zhang Chenglong,23.0,China
5247,Epke Zonderland,26.0,Netherlands
5248,Andreea Acatrinei,16.0,Romania
5249,Sasha Artemev,22.0,United States
5250,Raj Bhavsar,27.0,United States
5251,Leszek Blanik,31.0,Poland
5252,Thomas Bouhail,22.0,France
5253,Benoît Caranobe,28.0,France
5254,Oksana Chusovitina,33.0,Germany
5255,Gervasio Deferr,27.0,Spain
5256,Deng Linlin,16.0,China
5257,Gabriela Dragoi,15.0,Romania
5258,Anton Fokin,25.0,Uzbekistan
5259,Andreea Grigore,17.0,Romania
5260,Joey Hagerty,26.0,United States
5261,Fabian Hambüchen,20.0,Germany
5262,Hong UnJong,19.0,North Korea
5263,Huang Xu,29.0,China
5264,Jiang Yuyuan,16.0,China
5265,Takehiro Kashima,28.0,Japan
5266,Li Shanshan,16.0,China
5267,Chellsie Memmel,20.0,United States
5268,Takuya Nakase,25.0,Japan
5269,Steliana Nistor,18.0,Romania
5270,Makoto Okiguchi,22.0,Japan
5271,Samantha Peszek,16.0,United States
5272,Alicia Sacramone,20.0,United States
5273,Koki Sakamoto,21.0,Japan
5274,Bridget Sloan,16.0,United States
5275,Louis Smith,19.0,Great Britain
5276,Justin Spring,24.0,United States
5277,Ana Tamârjan,17.0,Romania
5278,Kevin Tan,26.0,United States
5279,Hiroyuki Tomita,27.0,Japan
5280,Filip Ude,22.0,Croatia
5281,Oleksandr Vorobiov,23.0,Ukraine
5282,Yu WonCheol,24.0,South Korea
5283,Oana Ban,18.0,Romania
5284,Mohini Bhardwaj,25.0,United States
5285,Igor Cassina,26.0,Italy
5286,Jury Chechi,34.0,Italy
5287,Gervasio Deferr,23.0,Spain
5288,Jason Gatson,24.0,United States
5289,Morgan Hamm,21.0,United States
5290,Valeriy Honcharov,26.0,Ukraine
5291,Kim DaeEun,19.0,South Korea
5292,Mariya Kryuchkova,16.0,Russia
5293,Émilie Le Pennec,16.0,France
5294,Li Xiaopeng,23.0,China
5295,Brett McClure,23.0,United States
5296,Courtney McCool,16.0,United States
5297,Hisashi Mizutori,24.0,Japan
5298,Patricia Moreno,16.0,Spain
5299,Daisuke Nakano,21.0,Japan
5300,Daniel Popescu,21.0,Romania
5301,Dan Potra,26.0,Romania
5302,Jevgenijs Sapronenko,25.0,Latvia
5303,Razvan Selariu,20.0,Romania
5304,Kyle Shewfelt,22.0,Canada
5305,Silvia Stroescu,19.0,Romania
5306,Ioan Suciu,26.0,Romania
5307,Dimosthenis Tambakos,27.0,Greece
5308,Teng Haibin,19.0,China
5309,Naoya Tsukahara,27.0,Japan
5310,Blaine Wilson,30.0,United States
5311,Yang TaeYeong,24.0,South Korea
5312,Lyudmila YezhovaGrebenkova,22.0,Russia
5313,Guard Young,27.0,United States
5314,Yelena Zamolodchikova,21.0,Russia
5315,Zhang Nan,18.0,China
5316,Nataliya Ziganshina,18.0,Russia
5317,Maksim Alyoshin,21.0,Russia
5318,Leszek Blanik,23.0,Poland
5319,Loredana Boboc,16.0,Romania
5320,Anna Chepeleva,16.0,Russia
5321,Amy Chow,22.0,United States
5322,Szilveszter Csollány,30.0,Hungary
5323,Jamie Dantzscher,18.0,United States
5324,Dominique Dawes,23.0,United States
5325,Gervasio Deferr,19.0,Spain
5326,Dmitry Drevin,18.0,Russia
5327,Valeriy Honcharov,22.0,Ukraine
5328,Huang Xu,21.0,China
5329,Andreea Isarescu,16.0,Romania
5330,Anastasiya Kolesnikova,16.0,Russia
5331,Nikolay Kryukov,21.0,Russia
5332,Ling Jie,17.0,China
5333,Kristin Maloney,19.0,United States
5334,Ruslan Mezentsev,19.0,Ukraine
5335,Valeriy Pereshkura,22.0,Ukraine
5336,Yevgeny Podgorny,23.0,Russia
5337,Éric Poujade,28.0,France
5338,Claudia Presacan,20.0,Romania
5339,Elise Ray,18.0,United States
5340,Tasha SchwikertWarren,15.0,United States
5341,Oleksandr Svitlychniy,28.0,Ukraine
5342,Dimosthenis Tambakos,23.0,Greece
5343,Marius Urzica,24.0,Romania
5344,Benjamin Varonian,20.0,France
5345,Igors Vihrovs,22.0,Latvia
5346,Xiao Junfeng,21.0,China
5347,Xing Aowei,18.0,China
5348,Yang Yun,15.0,China
5349,Zheng Lihui,22.0,China
5350,Roman Zozulia,21.0,Ukraine
5351,Alex Sandro,21.0,Brazil
5352,Alexandre Pato,22.0,Brazil
5353,Kozue Ando,30.0,Japan
5354,Javier Aquino,22.0,Mexico
5355,Baek SeongDong,20.0,South Korea
5356,Shannon Boxx,35.0,United States
5357,Rachel Buehler,26.0,United States
5358,Candace Chapman,29.0,Canada
5359,Darvin Chávez,22.0,Mexico
5360,Lauren Cheney,24.0,United States
5361,José Corona,31.0,Mexico
5362,Javier Cortés,23.0,Mexico
5363,Leandro Damião,23.0,Brazil
5364,Danilo,21.0,Brazil
5365,Giovani dos Santos,23.0,Mexico
5366,Jorge Enríquez,21.0,Mexico
5367,Marco Fabián,23.0,Mexico
5368,Jonelle Filigno,21.0,Canada
5369,Miho Fukumoto,28.0,Japan
5370,Gabriel,19.0,Brazil
5371,Ganso,22.0,Brazil
5372,Robyn Gayle,26.0,Canada
5373,Gi SeongYong,23.0,South Korea
5374,Gu JaCheol,23.0,South Korea
5375,Tobin Heath,24.0,United States
5376,Héctor Herrera,22.0,Mexico
5377,Hulk,26.0,Brazil
5378,Hwang SeokHo,23.0,South Korea
5379,Mana Iwabuchi,19.0,Japan
5380,Azusa Iwashimizu,25.0,Japan
5381,Jeong SeongRyong,27.0,South Korea
5382,Jeong UYeong,22.0,South Korea
5383,Ji DongWon,21.0,South Korea
5384,Israel Jiménez,22.0,Mexico
5385,Raúl Jiménez,21.0,Mexico
5386,Juan,21.0,Brazil
5387,Ayumi Kaihori,25.0,Japan
5388,Nahomi Kawasumi,26.0,Japan
5389,Kim BoGyeong,22.0,South Korea
5390,Kim ChangSu,26.0,South Korea
5391,Kim GiHui,23.0,South Korea
5392,Kim HyeonSeong,22.0,South Korea
5393,Kim YeongGwon,22.0,South Korea
5394,Yukari Kinga,28.0,Japan
5395,Saki Kumagai,21.0,Japan
5396,Kaylyn Kyle,23.0,Canada
5397,Karina LeBlanc,32.0,Canada
5398,Lee BeomYeong,23.0,South Korea
5399,Amy LePeilbet,30.0,United States
5400,Sydney Leroux,22.0,United States
5401,Carli Lloyd,30.0,United States
5402,Lucas,19.0,Brazil
5403,Marcelo,24.0,Brazil
5404,Karina Maruyama,29.0,Japan
5405,Diana Matheson,28.0,Canada
5406,Erin McLeod,29.0,Canada
5407,Hiram Mier,22.0,Mexico
5408,Heather Mitts,34.0,United States
5409,Aya Miyama,27.0,Japan
5410,Alex Morgan,23.0,United States
5411,Carmelina Moscato,28.0,Canada
5412,Yuki NagasatoOgimi,25.0,Japan
5413,Nam TaeHui,21.0,South Korea
5414,MarieEve Nault,30.0,Canada
5415,Neto,23.0,Brazil
5416,Neymar,20.0,Brazil
5417,Kelley OHara,23.0,United States
5418,Heather OReilly,27.0,United States
5419,O JaeSeok,22.0,South Korea
5420,Shinobu Ohno,28.0,Japan
5421,Oscar,20.0,Brazil
5422,Park JongWu,23.0,South Korea
5423,Park JuYeong,27.0,South Korea
5424,Kelly Parker,31.0,Canada
5425,Christie PearceRampone,37.0,United States
5426,Oribe Peralta,28.0,Mexico
5427,Miguel Ponce,23.0,Mexico
5428,Rafael,22.0,Brazil
5429,Megan Rapinoe,27.0,United States
5430,Diego Reyes,19.0,Mexico
5431,Amy Rodriguez,25.0,United States
5432,Rômulo,21.0,Brazil
5433,Mizuho Sakaguchi,24.0,Japan
5434,Carlos Salcido,32.0,Mexico
5435,Aya Sameshima,25.0,Japan
5436,Sandro,23.0,Brazil
5437,Becky Sauerbrunn,27.0,United States
5438,Homare Sawa,33.0,Japan
5439,Sophie Schmidt,24.0,Canada
5440,Desiree Scott,24.0,Canada
5441,Lauren Sesselmann,28.0,Canada
5442,Thiago Silva,27.0,Brazil
5443,Christine Sinclair,29.0,Canada
5444,Hope Solo,30.0,United States
5445,Chelsea Stewart,22.0,Canada
5446,Megumi Takase,21.0,Japan
5447,Asuna Tanaka,24.0,Japan
5448,Melissa Tancredi,30.0,Canada
5449,Brittany Timko,26.0,Canada
5450,Bruno Uvini,21.0,Brazil
5451,Néstor Vidrio,23.0,Mexico
5452,Abby Wambach,32.0,United States
5453,Rhian Wilkinson,30.0,Canada
5454,Kyoko Yano,28.0,Japan
5455,Yun SeokYeong,22.0,South Korea
5456,Lautaro Acosta,20.0,Argentina
5457,Olubayo Adefemi,22.0,Nigeria
5458,Dele Adeleye,19.0,Nigeria
5459,Sergio Agüero,20.0,Argentina
5460,Femi Ajilore,23.0,Nigeria
5461,Alexandre Pato,18.0,Brazil
5462,Efe Ambrose,19.0,Nigeria
5463,Ânderson,20.0,Brazil
5464,Andréia,30.0,Brazil
5465,Nadine Angerer,29.0,Germany
5466,Victor Anichebe,20.0,Nigeria
5467,Onyekachi Apam,21.0,Nigeria
5468,Lira Bajramaj,20.0,Germany
5469,Éver Banega,20.0,Argentina
5470,Bárbara,20.0,Brazil
5471,Melanie Behringer,22.0,Germany
5472,Shannon Boxx,31.0,United States
5473,Breno,18.0,Brazil
5474,Linda Bresonik,24.0,Germany
5475,Rachel Buehler,22.0,United States
5476,Diego Buonanotte,20.0,Argentina
5477,Lori Chalupny,24.0,United States
5478,Lauren Cheney,20.0,United States
5479,Stephanie Cox,22.0,United States
5480,Cristiane,23.0,Brazil
5481,Daniela,24.0,Brazil
5482,Ángel Di María,20.0,Argentina
5483,Diego,23.0,Brazil
5484,Emmanuel Ekpo,20.0,Nigeria
5485,Érika,20.0,Brazil
5486,Ester,25.0,Brazil
5487,Fabiana,19.0,Brazil
5488,Federico Fazio,21.0,Argentina
5489,Formiga,30.0,Brazil
5490,Francielle,18.0,Brazil
5491,Fernando Gago,22.0,Argentina
5492,Ezequiel Garay,21.0,Argentina
5493,Kerstin Garefrekes,28.0,Germany
5494,Tobin Heath,20.0,United States
5495,Hernanes,23.0,Brazil
5496,Ariane Hingst,29.0,Germany
5497,Angela Hucles,30.0,United States
5498,Ilsinho,22.0,Brazil
5499,Promise Isaac,20.0,Nigeria
5500,Monday James,21.0,Nigeria
5501,Jô,21.0,Brazil
5502,Tasha Kai,25.0,United States
5503,Sani Kaita,22.0,Nigeria
5504,Kóki,22.0,Brazil
5505,Annike Krahn,23.0,Germany
5506,Simone Laudehr,22.0,Germany
5507,Ezequiel Lavezzi,23.0,Argentina
5508,Renate Lingor,32.0,Germany
5509,Carli Lloyd,26.0,United States
5510,Lucas,21.0,Brazil
5511,Marcelo,20.0,Brazil
5512,Marta,22.0,Brazil
5513,Javier Mascherano,24.0,Argentina
5514,Maurine,22.0,Brazil
5515,Maycon,31.0,Brazil
5516,Lionel Messi,21.0,Argentina
5517,Anja Mittag,23.0,Germany
5518,Heather Mitts,30.0,United States
5519,Fabián Monzón,21.0,Argentina
5520,Thiago Neves,23.0,Brazil
5521,Heather OReilly,23.0,United States
5522,Victor Obinna,21.0,Nigeria
5523,Peter Odemwingie,27.0,Nigeria
5524,Chinedu Ogbuke,22.0,Nigeria
5525,Chibuzor Okonkwo,19.0,Nigeria
5526,Solomon Okoronkwo,21.0,Nigeria
5527,Célia Okoyino da Mbabi,20.0,Germany
5528,Nicolás Pareja,24.0,Argentina
5529,Christie PearceRampone,33.0,United States
5530,Babett Peter,20.0,Germany
5531,Conny Pohlers,29.0,Germany
5532,Pretinha,33.0,Brazil
5533,Birgit Prinz,30.0,Germany
5534,Rafinha,22.0,Brazil
5535,Ramires,21.0,Brazil
5536,Renan,23.0,Brazil
5537,Juan Riquelme,30.0,Argentina
5538,Amy Rodriguez,21.0,United States
5539,Sergio Romero,21.0,Argentina
5540,Ronaldinho,28.0,Brazil
5541,Andréia Rosa,24.0,Brazil
5542,Rosana,26.0,Brazil
5543,Alex Silva,23.0,Brazil
5544,Thiago Silva,23.0,Brazil
5545,Simone,27.0,Brazil
5546,Sandra Smisek,31.0,Germany
5547,Rafael Sóbis,23.0,Brazil
5548,Kate SobreroMarkgraf,31.0,United States
5549,Hope Solo,27.0,United States
5550,José Sosa,23.0,Argentina
5551,Kerstin Stegemann,30.0,Germany
5552,Tânia Maranhão,33.0,Brazil
5553,Lindsay Tarpley,24.0,United States
5554,Óscar Ustari,22.0,Argentina
5555,Ambruse Vanzekin,22.0,Nigeria
5556,Aly Wagner,27.0,United States
5557,Pablo Zabaleta,23.0,Argentina
5558,Aline,22.0,Brazil
5559,Andréia,26.0,Brazil
5560,Roberto Ayala,31.0,Argentina
5561,Isabell Bachor,21.0,Germany
5562,Fredy Bareiro,22.0,Paraguay
5563,Diego Barreto,23.0,Paraguay
5564,Édgar Barreto,20.0,Paraguay
5565,Andrea Barzagli,23.0,Italy
5566,Pedro Benítez,23.0,Paraguay
5567,Daniele Bonera,23.0,Italy
5568,Cesare Bovo,21.0,Italy
5569,Shannon Boxx,27.0,United States
5570,Nicolás Burdisso,23.0,Argentina
5571,José Cardozo,33.0,Paraguay
5572,Brandi Chastain,36.0,United States
5573,Giorgio Chiellini,19.0,Italy
5574,Fabricio Coloccini,22.0,Argentina
5575,Ernesto Cristaldo,20.0,Paraguay
5576,Cristiane,19.0,Brazil
5577,Andrés DAlessandro,23.0,Argentina
5578,Daniela,20.0,Brazil
5579,Daniele De Rossi,21.0,Italy
5580,Simone Del Nero,23.0,Italy
5581,César Delgado,22.0,Argentina
5582,José Devaca,21.0,Paraguay
5583,Osvaldo Díaz,22.0,Paraguay
5584,Marco Donadel,21.0,Italy
5585,Elaine,21.0,Brazil
5586,Julio César Enciso,30.0,Paraguay
5587,Celso Esquivel,23.0,Paraguay
5588,Joy Fawcett,36.0,United States
5589,Matteo Ferrari,24.0,Italy
5590,Diego Figueredo,22.0,Paraguay
5591,Formiga,26.0,Brazil
5592,Julie Foudy,33.0,United States
5593,Sonja Fuss,25.0,Germany
5594,Carlos Gamarra,33.0,Paraguay
5595,Kerstin Garefrekes,24.0,Germany
5596,Andrea Gasbarroni,23.0,Italy
5597,Alberto Gilardino,22.0,Italy
5598,Pablo Giménez,23.0,Paraguay
5599,Julio González,22.0,Paraguay
5600,Kily González,30.0,Argentina
5601,Luis González,23.0,Argentina
5602,Mariano González,23.0,Argentina
5603,Grazielle,23.0,Brazil
5604,Sarah Günther,21.0,Germany
5605,Mia Hamm,32.0,United States
5606,Gabriel Heinze,26.0,Argentina
5607,Ariane Hingst,25.0,Germany
5608,Angela Hucles,26.0,United States
5609,Steffi Jones,31.0,Germany
5610,Juliana,22.0,Brazil
5611,Kelly Cristina,19.0,Brazil
5612,Kóki,18.0,Brazil
5613,Kristine Lilly,33.0,United States
5614,Renate Lingor,28.0,Germany
5615,Germán Lux,22.0,Argentina
5616,Julio Manzur,23.0,Paraguay
5617,Marta,18.0,Brazil
5618,Emilio Martínez,23.0,Paraguay
5619,Javier Mascherano,20.0,Argentina
5620,Maycon,27.0,Brazil
5621,Nicolás Medina,22.0,Argentina
5622,Giandomenico Mesto,22.0,Italy
5623,Sandra Minnert,31.0,Germany
5624,Heather Mitts,26.0,United States
5625,Mônica,26.0,Brazil
5626,Emiliano Moretti,23.0,Italy
5627,Martina Müller,24.0,Germany
5628,Heather OReilly,19.0,United States
5629,Viola Odebrecht,21.0,Germany
5630,Navina Omilade,22.0,Germany
5631,Angelo Palombo,22.0,Italy
5632,Cindy Parlow,26.0,United States
5633,Christie PearceRampone,29.0,United States
5634,Ivan Pelizzoli,23.0,Italy
5635,Giampiero Pinzi,23.0,Italy
5636,Andrea Pirlo,25.0,Italy
5637,Conny Pohlers,25.0,Germany
5638,Pretinha,29.0,Brazil
5639,Birgit Prinz,26.0,Germany
5640,Cat Reddick,22.0,United States
5641,Clemente Rodríguez,23.0,Argentina
5642,Mauro Rosales,23.0,Argentina
5643,Rosana,22.0,Brazil
5644,Roseli,34.0,Brazil
5645,Silke Rottenberg,32.0,Germany
5646,Javier Saviola,22.0,Argentina
5647,Giuseppe Sculli,23.0,Italy
5648,Briana Scurry,32.0,United States
5649,Kate SobreroMarkgraf,27.0,United States
5650,Kerstin Stegemann,26.0,Germany
5651,Tânia Maranhão,29.0,Brazil
5652,Lindsay Tarpley,20.0,United States
5653,Carlos Tévez,20.0,Argentina
5654,Aureliano Torres,22.0,Paraguay
5655,Aly Wagner,24.0,United States
5656,Abby Wambach,24.0,United States
5657,Petra Wimbersky,21.0,Germany
5658,Pia Wunderlich,29.0,Germany
5659,Patrice Abanda,22.0,Cameroon
5660,David Albelda,23.0,Spain
5661,Nicolas Alnoudji,20.0,Cameroon
5662,Cristián Álvarez,20.0,Chile
5663,Iván Amaya,22.0,Spain
5664,Miguel Ángel Angulo,23.0,Spain
5665,Daniel Aranzubia,20.0,Spain
5666,Francisco Arrué,23.0,Chile
5667,Clément Beaud,19.0,Cameroon
5668,Kristin Bekkevold,23.0,Norway
5669,Daniel Bekono,22.0,Cameroon
5670,Serge Branco,20.0,Cameroon
5671,Nicole Brandebusemeyer,25.0,Germany
5672,Capdevila,22.0,Spain
5673,Brandi Chastain,32.0,United States
5674,Pablo Contreras,22.0,Chile
5675,Joël Epalle,22.0,Cameroon
5676,Gro Espeseth,27.0,Norway
5677,Samuel Etoo,19.0,Cameroon
5678,Lorrie Fair,22.0,United States
5679,Joy Fawcett,32.0,United States
5680,Jordi Ferrón,22.0,Spain
5681,Doris Fitschen,31.0,Germany
5682,Julie Foudy,29.0,United States
5683,Gabri,21.0,Spain
5684,Geremi,21.0,Cameroon
5685,Sebastián González,21.0,Chile
5686,Jeanette Götte,21.0,Germany
